,Model,Mean,SD,HDI 2.5%,HDI 97.5%
0,LogNormal,8.41861949242049,0.8185841770948737,6.885777682761373,10.054805365024755
1,Gamma,7.6734884823091205,0.6097935288923657,6.540086327659694,8.917719829564687
2,Weibull,10.299398425201135,0.8495531747944448,8.539821061619874,11.843441384616602
3,NegativeBinomial,7.730183362960499,0.784409200933518,6.245747188315708,9.272362546932285
