,Model,Mean,SD,HDI 2.5%,HDI 97.5%
0,LogNormal,7.668943820600019,1.2291519046177994,5.430614298962374,10.20436153774457
1,Gamma,6.858169597600707,0.8689767292070323,5.281414703026059,8.69835690610141
2,Weibull,9.847784018248396,1.2384471234736805,7.392984152116681,12.251111066639771
3,NegativeBinomial,6.89367227452461,0.9690138526403116,5.192729439583156,8.93080811891519
