,rank,elpd_loo,p_loo,elpd_diff,weight,se,dse,warning,scale
LN,0,-51.07026272641898,2.1882277880549097,0.0,1.0,3.887979228568047,0.0,False,log
Gamma,1,-52.4942627319122,2.623833662268403,1.4240000054932143,0.0,4.50604344879409,0.9597451061301293,False,log
NB,2,-53.73117491915875,0.9937376235954787,2.6609121927397634,0.0,3.1256423501896236,1.0109026146859097,False,log
Weibull,3,-54.34011666738103,1.5770895108172809,3.2698539409620455,0.0,2.9893374282576217,1.9462460637726329,False,log
