,Model,Mean,SD,HDI 2.5%,HDI 97.5%
0,LogNormal,10.223088027633162,0.9005730704558896,8.509032283114417,11.950265205535397
1,Gamma,9.699610948537371,0.6036729551302048,8.526696392504922,10.866381595722489
2,Weibull,10.084929195746849,0.8136040404817955,8.53658081331719,11.686878643537009
3,NegativeBinomial,9.984192976176248,0.8203453527730744,8.455633394944691,11.675249518856083
