,Model,Mean,SD,HDI 2.5%,HDI 97.5%
0,LogNormal,10.012935662116483,1.30872905716415,7.5935791816256595,12.608075955099705
1,Gamma,9.250836318418562,0.7710944255422928,7.765445761660772,10.80085012492366
2,Weibull,9.699854527449254,1.1400618616019884,7.440397250193029,11.965871965442421
3,NegativeBinomial,9.299288091276129,0.9408467558966026,7.51410317480236,11.16005680993815
