,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,model
m[46],2.026,0.269,1.556,2.583,0.006,0.004,2041.0,2338.0,1.0,Weibull
m[47],2.026,0.269,1.556,2.583,0.006,0.004,2041.0,2338.0,1.0,Weibull
r,0.683,0.181,0.359,0.996,0.004,0.003,2305.0,2037.0,1.0,NegativeBinomial
a,7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
s,4.838,1.317,2.562,7.497,0.023,0.017,3373.0,2832.0,1.0,NegativeBinomial
e[0],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[1],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[2],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[3],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[4],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[5],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[6],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[7],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[8],4.095,1.087,2.152,5.976,0.022,0.016,2305.0,2037.0,1.0,NegativeBinomial
e[9],6.825,1.812,3.586,9.96,0.036,0.026,2305.0,2037.0,1.0,NegativeBinomial
e[10],2.73,0.725,1.435,3.984,0.014,0.011,2305.0,2037.0,1.0,NegativeBinomial
e[11],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[12],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[13],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[14],6.825,1.812,3.586,9.96,0.036,0.026,2305.0,2037.0,1.0,NegativeBinomial
e[15],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[16],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[17],4.778,1.268,2.51,6.972,0.025,0.018,2305.0,2037.0,1.0,NegativeBinomial
e[18],1.365,0.362,0.717,1.992,0.007,0.005,2305.0,2037.0,1.0,NegativeBinomial
e[19],2.048,0.544,1.076,2.988,0.011,0.008,2305.0,2037.0,1.0,NegativeBinomial
e[20],8.19,2.175,4.304,11.953,0.043,0.032,2305.0,2037.0,1.0,NegativeBinomial
e[21],4.778,1.268,2.51,6.972,0.025,0.018,2305.0,2037.0,1.0,NegativeBinomial
e[22],2.048,0.544,1.076,2.988,0.011,0.008,2305.0,2037.0,1.0,NegativeBinomial
e[23],3.413,0.906,1.793,4.98,0.018,0.013,2305.0,2037.0,1.0,NegativeBinomial
e[24],4.778,1.268,2.51,6.972,0.025,0.018,2305.0,2037.0,1.0,NegativeBinomial
e[25],3.413,0.906,1.793,4.98,0.018,0.013,2305.0,2037.0,1.0,NegativeBinomial
e[26],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[27],4.095,1.087,2.152,5.976,0.022,0.016,2305.0,2037.0,1.0,NegativeBinomial
e[28],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[29],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[30],6.825,1.812,3.586,9.96,0.036,0.026,2305.0,2037.0,1.0,NegativeBinomial
e[31],4.778,1.268,2.51,6.972,0.025,0.018,2305.0,2037.0,1.0,NegativeBinomial
e[32],3.413,0.906,1.793,4.98,0.018,0.013,2305.0,2037.0,1.0,NegativeBinomial
e[33],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[34],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[35],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[36],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[37],9.555,2.537,5.021,13.945,0.05,0.037,2305.0,2037.0,1.0,NegativeBinomial
e[38],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[39],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[40],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[41],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[42],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[43],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[44],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[45],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[46],4.778,1.268,2.51,6.972,0.025,0.018,2305.0,2037.0,1.0,NegativeBinomial
e[47],4.778,1.268,2.51,6.972,0.025,0.018,2305.0,2037.0,1.0,NegativeBinomial
m[0],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[1],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[2],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[3],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[4],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[5],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[6],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[7],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[8],11.759,1.059,9.702,13.806,0.017,0.012,3691.0,2919.0,1.0,NegativeBinomial
m[9],14.489,1.672,11.082,17.436,0.029,0.021,3180.0,2630.0,1.0,NegativeBinomial
m[10],10.394,0.824,8.752,11.972,0.013,0.01,3782.0,3244.0,1.0,NegativeBinomial
m[11],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[12],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[13],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[14],14.489,1.672,11.082,17.436,0.029,0.021,3180.0,2630.0,1.0,NegativeBinomial
m[15],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[16],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[17],12.442,1.201,10.045,14.675,0.02,0.014,3553.0,2788.0,1.0,NegativeBinomial
m[18],9.029,0.706,7.572,10.316,0.013,0.009,3077.0,3022.0,1.0,NegativeBinomial
m[19],9.712,0.745,8.17,11.088,0.013,0.009,3504.0,3184.0,1.0,NegativeBinomial
m[20],15.854,2.007,11.852,19.402,0.036,0.026,3012.0,2628.0,1.0,NegativeBinomial
m[21],12.442,1.201,10.045,14.675,0.02,0.014,3553.0,2788.0,1.0,NegativeBinomial
m[22],9.712,0.745,8.17,11.088,0.013,0.009,3504.0,3184.0,1.0,NegativeBinomial
m[23],11.077,0.931,9.339,12.948,0.015,0.011,3797.0,3191.0,1.0,NegativeBinomial
m[24],12.442,1.201,10.045,14.675,0.02,0.014,3553.0,2788.0,1.0,NegativeBinomial
m[25],11.077,0.931,9.339,12.948,0.015,0.011,3797.0,3191.0,1.0,NegativeBinomial
m[26],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[27],11.759,1.059,9.702,13.806,0.017,0.012,3691.0,2919.0,1.0,NegativeBinomial
m[28],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[29],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[30],14.489,1.672,11.082,17.436,0.029,0.021,3180.0,2630.0,1.0,NegativeBinomial
m[31],12.442,1.201,10.045,14.675,0.02,0.014,3553.0,2788.0,1.0,NegativeBinomial
m[32],11.077,0.931,9.339,12.948,0.015,0.011,3797.0,3191.0,1.0,NegativeBinomial
m[33],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[34],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[35],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[36],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[37],17.219,2.35,12.639,21.399,0.043,0.031,2894.0,2610.0,1.0,NegativeBinomial
m[38],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[39],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[40],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[41],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[42],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[43],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[44],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[45],7.664,0.762,6.304,9.272,0.016,0.011,2390.0,2661.0,1.0,NegativeBinomial
m[46],12.442,1.201,10.045,14.675,0.02,0.014,3553.0,2788.0,1.0,NegativeBinomial
m[47],12.442,1.201,10.045,14.675,0.02,0.014,3553.0,2788.0,1.0,NegativeBinomial
