,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,model
e[29],0.347,0.31,0.0,0.969,0.008,0.006,1344.0,1598.0,1.0,Weibull
m[0],1.608,0.239,1.117,2.048,0.005,0.004,1985.0,1925.0,1.0,Weibull
m[1],1.658,0.243,1.168,2.118,0.005,0.004,2062.0,1816.0,1.0,Weibull
m[2],2.104,0.5,1.256,3.098,0.013,0.009,1603.0,1868.0,1.0,Weibull
m[3],1.856,0.323,1.254,2.493,0.008,0.005,1822.0,1843.0,1.0,Weibull
m[4],1.658,0.243,1.168,2.118,0.005,0.004,2062.0,1816.0,1.0,Weibull
m[5],1.757,0.272,1.264,2.308,0.006,0.004,1994.0,1890.0,1.0,Weibull
m[6],1.856,0.323,1.254,2.493,0.008,0.005,1822.0,1843.0,1.0,Weibull
m[7],1.757,0.272,1.264,2.308,0.006,0.004,1994.0,1890.0,1.0,Weibull
m[8],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[9],1.807,0.295,1.244,2.383,0.007,0.005,1904.0,2006.0,1.0,Weibull
m[10],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[11],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[12],2.005,0.424,1.293,2.883,0.01,0.007,1658.0,2009.0,1.0,Weibull
m[13],1.856,0.323,1.254,2.493,0.008,0.005,1822.0,1843.0,1.0,Weibull
m[14],1.757,0.272,1.264,2.308,0.006,0.004,1994.0,1890.0,1.0,Weibull
m[15],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[16],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[17],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[18],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[19],2.203,0.579,1.259,3.367,0.015,0.01,1565.0,1656.0,1.0,Weibull
m[20],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[21],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[22],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[23],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[24],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[25],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[26],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[27],1.509,0.257,1.007,1.978,0.006,0.004,1692.0,1454.0,1.0,Weibull
m[28],1.856,0.323,1.254,2.493,0.008,0.005,1822.0,1843.0,1.0,Weibull
m[29],1.856,0.323,1.254,2.493,0.008,0.005,1822.0,1843.0,1.0,Weibull
r,0.722,0.188,0.365,1.0,0.003,0.002,2750.0,1985.0,1.0,NegativeBinomial
a,6.894,0.969,5.193,8.931,0.017,0.012,3103.0,2850.0,1.0,NegativeBinomial
s,3.726,1.186,1.698,6.132,0.021,0.016,3061.0,2863.0,1.0,NegativeBinomial
e[0],1.443,0.375,0.731,2.0,0.007,0.005,2750.0,1985.0,1.0,NegativeBinomial
e[1],2.165,0.563,1.096,3.0,0.01,0.007,2750.0,1985.0,1.0,NegativeBinomial
e[2],8.66,2.252,4.384,11.999,0.04,0.029,2750.0,1985.0,1.0,NegativeBinomial
e[3],5.052,1.314,2.557,7.0,0.023,0.017,2750.0,1985.0,1.0,NegativeBinomial
e[4],2.165,0.563,1.096,3.0,0.01,0.007,2750.0,1985.0,1.0,NegativeBinomial
e[5],3.608,0.939,1.827,5.0,0.017,0.012,2750.0,1985.0,1.0,NegativeBinomial
e[6],5.052,1.314,2.557,7.0,0.023,0.017,2750.0,1985.0,1.0,NegativeBinomial
e[7],3.608,0.939,1.827,5.0,0.017,0.012,2750.0,1985.0,1.0,NegativeBinomial
e[8],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[9],4.33,1.126,2.192,6.0,0.02,0.015,2750.0,1985.0,1.0,NegativeBinomial
e[10],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
e[11],0.0,0.0,0.0,0.0,0.0,0.0,4000.0,4000.0,,NegativeBinomial
