,Model,Mean,SD,HDI 2.5%,HDI 97.5%
0,LogNormal,9.878372041152328,1.132386206549138,7.82744850916761,12.19572144218652
1,Gamma,9.095039278854776,0.8204586830458049,7.507575634355763,10.674781856105582
2,Weibull,9.352148446695596,1.1095052509857475,7.098621568549862,11.429799713843634
3,NegativeBinomial,8.836529313320494,1.1395613989310542,6.618238010949758,11.053242409437582
